Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Empathy and Compassion,Conflict Resolution Skills,True,False,Interpersonal Relationships,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Confidence in Problem-Solving,Encouragement from Friends,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Mindfulness and Meditation,Empathy towards Others,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Excitement and Anticipation,Encouragement from Friends,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Recognition of Emotional Cues,Problem-Solving Approaches,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Autonomy in Decision-Making,Empathy towards Others,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Common Humanity Recognition,Regulation of Emotional Responses,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Non-judgmental Self-Understanding,Desire for Achievement,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Problem-Solving Approaches,Communication and Understanding,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Mindfulness and Meditation,Recognition of Emotional Cues,False,True,,Self-Awareness,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Common Humanity Recognition,Intrinsic Drive for Personal Growth,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,psychology,None
Central Bank Policy Changes,Inflation Concerns,True,True,Interest Rate Expectations,Monetary Policy,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Military Conflicts,Trade Disputes,True,True,Global Geopolitical Events,Geopolitical Tensions,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
New Legislation Implementation,Industry Oversight Modifications,True,True,Regulatory Changes,Regulatory Environment,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Demand-Supply Imbalances,Weather-Related Effects,True,False,Commodity Price Movements,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Increased Trading Volume,Uncertainty in Investor Sentiment,True,False,Market Volatility,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Increased Trading Volume,Sudden Price Swings,True,True,Market Volatility,Market Volatility,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Automation and AI Integration,Blockchain Applications Development,True,False,Technological Innovations,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Weather-Related Effects,Supply Chain Disruptions,True,True,Commodity Price Movements,Weather,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Luxury Goods Demand Shifts,Online Shopping Growth,True,False,Consumer Spending Trends,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Economic Growth Projections,Inflation Concerns,True,False,Interest Rate Expectations,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Supply Chain Disruptions,Inflation Concerns,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Foreign Exchange Market Fluctuations,Central Bank Policy Changes,False,True,,Monetary Policy,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Trade Balance Impact,Trade Disputes,False,True,,Trade Disputes,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Interest Rate Differentials,Industry Oversight Modifications,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Natural Disasters,Weather-Related Effects,False,True,,Weather,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Military Conflicts,Uncertainty in Investor Sentiment,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Profit Margin Expansion,Trade Disputes,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Trade Balance Impact,Sudden Price Swings,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Retail Industry Performance,Inflation Concerns,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
Supply Chain Disruptions,Blockchain Applications Development,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt_v2,finance,None
technology sector hubs,tourism and hospitality centers,True,True,Primary economic activity,economic hubs,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
vandalism and graffiti,street muggings,True,True,Prevalent public safety issues,crime rate,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
rooftop gardens,sparse vegetation areas,True,True,Level of urban greenery,Urban green spaces,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
sparse vegetation areas,lush botanical gardens,True,True,Level of urban greenery,Urban greenery,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
gated communities,downtown lofts,True,False,Type of residential areas,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
rural homesteads,downtown lofts,True,True,Type of residential areas,urban vs. rural living,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
traffic accidents,organized crime activities,True,False,Prevalent public safety issues,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
urban skate parks,sports complexes,True,True,Common recreational facilities,availability of recreational facilities,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
industrial manufacturing zones,technology sector hubs,True,True,Primary economic activity,land use,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
bicycle-friendly streets,pedestrian-only zones,True,True,Dominant transportation mode,urban design,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
public parks and gardens,tourism and hospitality centers,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
urban skate parks,financial districts,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
cold tundra zones,street muggings,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
car-dependent highways,sparse vegetation areas,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
administrative districts,temperate weather regions,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
multicultural communities,lush botanical gardens,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
mountain hiking trails,downtown lofts,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
arid desert climates,sports complexes,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
expatriate zones,downtown lofts,False,True,,urban gentrification,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
downtown lofts,organized crime activities,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,urban studies,None
belt drive,hydraulic arm,True,False,Type of mechanical linkage,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
LED light,fluorescent lamp,True,True,Source of illumination,light source,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
radiation from the sun,convection by air movement,True,False,Method of heat transfer,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
hydraulic arm,gear train,True,False,Type of mechanical linkage,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
aluminum fins,copper tubing,True,True,Material used in a heat conductor,material,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
gaseous steam,solid ice,True,True,State of matter,State of water,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
compressed air tank,flywheel energy storage,True,True,Form of energy storage,energy storage,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
gravitational pull,centrifugal force,True,False,Type of force,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
capacitor,resistor,True,False,Electrical component,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
liquid water,gaseous steam,True,True,State of matter,State of water,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
fluorescent lamp,concave lens,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
resistor,hydraulic arm,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
electromagnetic force,inductor,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
centrifugal force,fluorescent lamp,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
gear train,convection by air movement,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
radiation from the sun,LED light,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
capacitor,solid ice,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
gaseous steam,light wave,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
flywheel energy storage,gear train,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
flywheel energy storage,gravitational pull,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,physics,None
Emergency hospital visits,Lack of medical services,True,True,Healthcare access quality,Access to healthcare,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Recreational drug use,Prescription medication usage,True,False,Substance use,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Regular doctor checkups,Annual health screenings,True,True,Healthcare access quality,Healthcare Utilization,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Early morning awakenings,Daytime naps,True,False,Sleep pattern,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Urban air pollution,Rural clean air,True,True,Exposure to pollutants,Air quality,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Recreational drug use,Alcohol consumption,True,True,Substance use,Substance abuse,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Early morning awakenings,Nightly eight-hour sleep,True,True,Sleep pattern,Sleep quality,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Vegan dishes,Dairy-rich diet,True,True,Type of dietary intake,Dietary patterns,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Home air filtration usage,Urban air pollution,True,True,Exposure to pollutants,Air quality,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Occasional documentary watching,Rare intellectual discussions,True,False,Mental stimulation level,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Vegan dishes,Daily exercise sessions,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Monthly community events,Alcohol consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Rare intellectual discussions,Daytime naps,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Stressful work deadlines,Isolated living,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Nightly eight-hour sleep,Occasional soda consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Vegan dishes,Rural clean air,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Yearly marathon participation,Alcohol consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Vegetarian meals,Nightly eight-hour sleep,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Stressful work deadlines,Dairy-rich diet,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
Weekly gym visits,Urban air pollution,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,health,None
high energy implantation,ultra-high energy implantation,True,True,Implantation Energy Level,implantation energy,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
controlled humidity environment,particle-free air,True,True,Clean Room Environment,Cleanliness of the environment,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
reactive ion etching,wet etching,True,False,Etching Process Type,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
mechanical polishing,electrolytic polishing,True,True,Wafer Polishing Method,Polishing method,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
temperature-controlled setting,particle-free air,True,False,Clean Room Environment,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
dry etching,wet etching,True,True,Etching Process Type,etching method,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
flame polishing,mechanical polishing,True,True,Wafer Polishing Method,Wafer surface roughness,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
mechanical polishing,chemical mechanical polishing,True,True,Wafer Polishing Method,CMP,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
wet etching,plasma etching,True,True,Etching Process Type,etching method,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
high energy implantation,medium energy implantation,True,True,Implantation Energy Level,implantation energy,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
vibration-free setup,complex circuits,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
reactive ion etching,particle-free air,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
chemical vapor deposition,wet etching,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
medium energy implantation,particle-free air,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
antimony doping,wet etching,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
plasma etching,mechanical polishing,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
simple circuits,ozone,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
perfect alignment,chemical mechanical polishing,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
particle-free air,smooth surface,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
electrolytic polishing,plasma etching,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Ransomware attacks,SQL injection,True,False,Cybersecurity Threat,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Linux distributions,Android versions,True,True,Operating System,Operating System,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Ransomware attacks,Cross-site scripting,True,False,Cybersecurity Threat,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Functional programming languages,Procedural languages,True,False,Programming Language,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Phishing schemes,Cross-site scripting,True,True,Cybersecurity Threat,Cybersecurity threats,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Cross-site scripting,Denial-of-service attacks,True,False,Cybersecurity Threat,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Random access memory modules,Central processing units,True,False,Hardware Component,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Internet Protocol,Simple Mail Transfer Protocol,True,False,Network Protocol,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Function as a Service,Desktop as a Service,True,True,Cloud Computing Service,Cloud Computing,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Simple Mail Transfer Protocol,File Transfer Protocol,True,False,Network Protocol,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
SQL injection,Android versions,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
File Transfer Protocol,Cross-site scripting,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Wearable health monitors,Procedural languages,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Solid state drives,Cross-site scripting,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Graphics processing units,Denial-of-service attacks,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Agile development practices,Central processing units,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Ransomware attacks,Random access memory modules,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Infrastructure as a Service,Simple Mail Transfer Protocol,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Scripting languages,Desktop as a Service,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
Distributed databases,File Transfer Protocol,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,computer science,None
middle class,working class,True,True,Social class,social class,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
television viewers,radio listeners,True,True,Media consumption,Media consumption,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
non-partisan citizens,liberal advocates,True,False,Political orientation,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
postgraduate qualifications,primary school completion,True,True,Educational attainment,Education,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
radio listeners,online content browsers,True,False,Media consumption,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
alternative medicine followers,public healthcare users,True,False,Healthcare access,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
educational services,retail business,True,False,Employment sector,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
university degree,postgraduate qualifications,True,True,Educational attainment,Education,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
private clinic visitors,no regular healthcare,True,True,Healthcare access,Access to healthcare,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
Christianity followers,Buddhism practitioners,True,True,Religious affiliation,Religious beliefs,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
Buddhism practitioners,working class,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
working class,radio listeners,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
urban neighborhoods,liberal advocates,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
print media readers,manufacturing sector,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
conservative supporters,primary school completion,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
university degree,urban neighborhoods,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
non-partisan citizens,public healthcare users,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
private clinic visitors,secondary school graduation,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
no regular healthcare,retail business,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
working class,postgraduate qualifications,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,sociology,None
peer group interactions,community involvement,True,True,Social Support,Social Support,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
permissive upbringing,authoritarian control,True,True,Parenting Style,Parenting Style,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
compromise,dominance assertion,True,True,Conflict Resolution Strategy,assertiveness,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
medication,psychoanalysis,True,False,Therapeutic Intervention,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
neuroticism,openness to experience,True,False,Personality Trait,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
compromise,collaborative problem solving,True,True,Conflict Resolution Strategy,cooperation,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
community involvement,professional assistance,True,False,Social Support,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
power-driven,achievement-driven,True,True,Motivation Type,Extrinsic motivation,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
emotional support seeking,substance use,True,False,Coping Mechanism,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
family cohesion,professional assistance,True,False,Social Support,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
doctoral degree,community involvement,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
psychoanalysis,authoritarian control,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
job loss,psychoanalysis,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
group therapy,doctoral degree,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
death of a loved one,withdrawal,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
conscientiousness,collaborative problem solving,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
withdrawal,professional assistance,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
neglectful supervision,achievement-driven,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
neuroticism,substance use,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
extrinsic motivation,professional assistance,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,psychology,None
stable interest rate period,central bank rate hikes,True,False,Interest Rate Environment,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
increasing unemployment rates,job market strength,True,True,Economic Indicators,Labor Market Conditions,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
growth in sustainable investments,interest in emerging markets,True,False,Investment Trends,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
rise in real estate investments,interest in emerging markets,True,False,Investment Trends,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
changes in tax laws,new compliance requirements,True,False,Regulatory Changes,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
tighter financial regulations,changes in tax laws,True,False,Regulatory Changes,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
growth in ethical consumerism,trend towards personalized services,True,False,Consumer Behavior,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
record profit announcements,significant earnings drop,True,True,Corporate Earnings,Profitability,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
rise in real estate investments,shift towards value stocks,True,False,Investment Trends,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
advancements in cybersecurity,development of fintech solutions,True,False,Technological Advancements,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
election year uncertainties,central bank rate hikes,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
reform in stock market rules,job market strength,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
market optimism,interest in emerging markets,False,True,,Market Sentiment,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
market pessimism,new compliance requirements,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
strengthening of international relations,changes in tax laws,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
development of fintech solutions,stable interest rate period,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
political unrest in a region,significant earnings drop,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
earnings beat expectations,shift towards value stocks,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
growth in ethical consumerism,development of fintech solutions,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
declining interest rate trend,recessionary period,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt_v2,finance,None
Commercial,Institutional,True,True,Land Use,Land use,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Loud,Moderate,True,True,Noise Level,Noise level,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Very Poor,Good,True,True,Air Quality,Quality of Public Transportation,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Industrial,Open Space,True,False,Land Use,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Extremely Low,Medium,True,True,Community Engagement,Urbanization,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Residential Street,Freeway,True,True,Street Type,Road Type,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Residential,Institutional,True,True,Land Use,Land use,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Extremely Low,High,True,True,Community Engagement,Urbanization,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Residential Zoning,Industrial Zoning,True,True,Zoning,Land Use Zoning,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Garden,Nature Reserve,True,True,Green Space,Urban green spaces,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Low,Institutional,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Car,Moderate,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Apartment Building,Good,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Public Transportation,Very Low,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Arterial Road,Institutional,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Residential Street,Open Space,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Greenway,Medium,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Commercial Zoning,Freeway,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Extremely Loud,Institutional,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Fair,High,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,urban studies,None
Four-Dimensional Space,One-Dimensional Space,True,True,Space,Number of Dimensions,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Thermal Energy,Potential Energy,True,False,Energy,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Gamma Frequency,Visible Frequency,True,False,Frequency,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Absolute Time,Relative Time,True,True,Time,Time,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Room Temperature,Freezing Point,True,False,Temperature,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Gamma Frequency,Audio Frequency,True,True,Frequency,Frequency,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Vacuum Pressure,Standard Pressure,True,True,Pressure,Pressure,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Negative Charge,Positive Charge,True,True,Charge,Charge,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Electromagnetic Energy,Thermal Energy,True,False,Energy,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Strong Nuclear Force,Gravity,True,False,Force,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Thermal Energy,One-Dimensional Space,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Visible Frequency,Melting Point,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Melting Point,Thermal Energy,False,True,,Temperature,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Visible Frequency,One-Dimensional Space,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Elapsed Time,Potential Energy,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Vacuum Pressure,Visible Frequency,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
One-Dimensional Space,Relative Time,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
One-Dimensional Space,Freezing Point,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Elapsed Time,Audio Frequency,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Relative Time,Boiling Point,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,physics,None
Vegetarian,Omnivore,True,True,Diet Type,Diet,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Current Smoker,Former Smoker,True,True,Smoking Status,Smoking Status,llama3-8b,lora_70b_en_v0_alt_v2,health,None
