Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Occasional documentary watching,Rare intellectual discussions,True,False,Mental stimulation level,,gpt-4-turbo,lora_70b_en_v1,health,
Vegan dishes,Daily exercise sessions,False,,,,gpt-4-turbo,lora_70b_en_v1,health,"false  NaN  NaN  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-turbo, gpt-3.5-instruct, gpt-4-instruct, mistral-7b-instruct, gpt-3.5-instruct, gpt-4-instruct, mistral-7b-instruct, gpt-3.5-instruct, gpt-4-instruct, mistral-7b-instruct, gpt-3.5-instruct, gpt-4-instruct, mistral-7b-instruct, gpt-3.5-instruct, gpt-4-instruct, mistral-7b-instruct, gpt-3.5-instruct, gpt-4-instruct, mistral-7b-instruct, gpt-3.5-instruct, gpt-4-instruct, mistral-7"
Monthly community events,Alcohol consumption,False,,,,gpt-4-turbo,lora_70b_en_v1,health,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a community-based activity, while the second text describes a personal habit.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-in"
Rare intellectual discussions,Daytime naps,False,False,,,gpt-4-turbo,lora_70b_en_v1,health,
Stressful work deadlines,Isolated living,False,True,,Psychosocial Stress,gpt-4-turbo,lora_70b_en_v1,health,
Nightly eight-hour sleep,Occasional soda consumption,False,False,,,gpt-4-turbo,lora_70b_en_v1,health,
Vegan dishes,Rural clean air,False,False,,,gpt-4-turbo,lora_70b_en_v1,health,
Yearly marathon participation,Alcohol consumption,False,False,,,gpt-4-turbo,lora_70b_en_v1,health,
Vegetarian meals,Nightly eight-hour sleep,False,False,,,gpt-4-turbo,lora_70b_en_v1,health,
Stressful work deadlines,Dairy-rich diet,False,False,,,gpt-4-turbo,lora_70b_en_v1,health,
Weekly gym visits,Urban air pollution,False,,,,gpt-4-turbo,lora_70b_en_v1,health,"false  NaN  NaN  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-turbo, gpt-3.5-instruct, mixtral-8x7b-instruct, gpt-4-instruct, mistral-7b-instruct, mixtral-8x22b-instruct, gpt-3.5-instruct, mixtral-8x7b-instruct, gpt-4-instruct, mistral-7b-instruct, mixtral-8x22b-instruct, gpt-3.5-instruct, mixtral-8x7b-instruct, gpt-4-instruct, mistral-7b-instruct, mixtral-8x22b-instruct, gpt-3.5-instruct, mixtral-8x7b-instruct, gpt-4-instruct"
high energy implantation,ultra-high energy implantation,True,,Implantation Energy Level,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1.0, ""Ion Implantation Energy"", ""The energy of the ions used in the ion implantation process. Higher energy ions penetrate deeper into the substrate."", ""The energy of the ions used in the ion implantation process. Higher energy ions penetrate deeper into the substrate."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-"
controlled humidity environment,particle-free air,True,,Clean Room Environment,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1. ""Environmental Control"", true, ""Environmental Control"", ""The environmental control of a semiconductor manufacturing facility refers to the management of factors such as temperature, humidity, and air quality to prevent contamination and ensure optimal operating conditions."", ""The environmental control of a semiconductor manufacturing facility refers to the management of factors such as temperature, humidity, and air quality to prevent contamination and ensure optimal operating conditions."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data"
reactive ion etching,wet etching,True,,Etching Process Type,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Etching technique"", ""The process of removing material from a semiconductor substrate."", ""The process of removing material from a semiconductor substrate."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data"
mechanical polishing,electrolytic polishing,True,,Wafer Polishing Method,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1. ""Surface preparation"", 2. ""Surface preparation"", 3. true, 4. ""Surface preparation"", 5. ""The process of making a surface smooth or shiny."", ""The process of making a surface smooth or shiny."", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""physics""}"
temperature-controlled setting,particle-free air,True,,Clean Room Environment,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.5
dry etching,wet etching,True,True,Etching Process Type,Etching technique,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,
flame polishing,mechanical polishing,True,True,Wafer Polishing Method,Wafer polishing technique,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,
mechanical polishing,chemical mechanical polishing,True,,Wafer Polishing Method,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Wafer preparation technique"", ""The technique used to prepare a semiconductor wafer for fabrication."", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""computer science""}"
wet etching,plasma etching,True,True,Etching Process Type,Etching technique,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,
high energy implantation,medium energy implantation,True,,Implantation Energy Level,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1. ""Ion Implantation Energy"", true, ""Ion Implantation Energy"", ""The energy of the ions used in the ion implantation process. Higher energy ions penetrate deeper into the substrate."", ""The energy of the ions used in the ion implantation process. Higher energy ions penetrate deeper into the substrate."", ""Data Generation Model"": ""mixtral-8x7b-instruct"", ""Domain"": ""physics""}"
vibration-free setup,complex circuits,False,False,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,
reactive ion etching,particle-free air,False,False,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,
chemical vapor deposition,wet etching,False,True,,Thin film fabrication technique,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,
medium energy implantation,particle-free air,False,,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,  Domain: semiconductor manufacturing,  Generation Model: gpt-3.5-turbo,"
antimony doping,wet etching,False,,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct"
plasma etching,mechanical polishing,False,,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Fabrication process"", ""A fabrication process is a procedure used to create a semiconductor device. Plasma etching and mechanical polishing are both fabrication processes used in different stages of semiconductor manufacturing."", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""computer science""}"
simple circuits,ozone,False,,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,  Domain: computer science,  Generation Model: gpt-3.5-turbo,"
perfect alignment,chemical mechanical polishing,False,,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"3.8, 3.9, true, ""Semiconductor manufacturing process"", ""The process by which a semiconductor material is fabricated into a functional semiconductor component."", ""The process of creating a thin film of material on a semiconductor substrate."", ""A method of creating a thin film of material on a semiconductor substrate."", ""A process used to create a thin film of material on a semiconductor substrate."", ""A technique used to create a thin film of material on a semiconductor substrate."", ""The process of creating a thin film of material on a semiconductor substrate."", ""A method of creating a thin film of material on a semiconductor substrate."", ""A process used to create a thin film of material on a semiconductor substrate."", ""A technique used to create a thin film of material on a semiconductor substrate."", ""The process of creating a thin film of material on a semiconductor substrate."", ""A method of creating a thin film of material on a semiconductor substrate."", ""A process used to create a thin film of material on a"
particle-free air,smooth surface,False,,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1. ""Environmental Control"", ""Environmental Control"", true, ""Environmental Control"", ""The environmental control of a semiconductor manufacturing facility refers to the sum of all the external factors that can influence the production process. This includes the building itself, the air quality, the temperature, and the humidity. A particle-free air and a smooth surface are both important aspects of environmental control."", ""The environmental control of a semiconductor manufacturing facility refers to the sum of all the external factors that can influence the production process. This includes the building itself, the air quality, the temperature, and the humidity. A particle-free air and a smooth surface are both important aspects of environmental control."", false, NaN, ""The purity of a semiconductor material refers to the proportion of the desired element or compound in the material. A particle-free air and a high-purity material are related but distinct concepts in semiconductor manufacturing."", ""The environmental control of a semiconductor manufacturing facility refers to the sum of all the external factors that can influence the production process"
electrolytic polishing,plasma etching,False,,,,gpt-4-turbo,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Semiconductor fabrication process"", ""A process by which a semiconductor is fabricated, including processes such as thermal oxidation, lithography, and etching."", ""A process that uses an electrically conductive solution to remove material from a semiconductor, often used to create a smooth surface."", ""A process that uses a high-energy plasma to remove material from a semiconductor, often used to create a pattern on the semiconductor."", ""A semiconductor fabrication process that involves the use of a mask to selectively etch a semiconductor, often used to create a pattern on the semiconductor."", ""A semiconductor fabrication process that involves the use of a beam of electrons to create a pattern on a semiconductor, often used to create a pattern on the semiconductor."", ""A process that uses a beam of electrons to create a pattern on a semiconductor, often used to create a pattern on the semiconductor."", ""A process that uses a beam of electrons to create a pattern on a semiconductor, often used to create a pattern on"
Ransomware attacks,SQL injection,True,True,Cybersecurity Threat,Cybersecurity Threat,gpt-4-turbo,lora_70b_en_v1,computer science,
Linux distributions,Android versions,True,,Operating System,,gpt-4-turbo,lora_70b_en_v1,computer science,"1.0, true, Operating System, The operating system is the software that manages computer hardware resources and provides common services to computer programs., The operating system is the software that manages computer hardware resources and provides common services to computer programs., true, Operating System, The operating system is the software that manages computer hardware resources and provides common services to computer programs., The operating system is the software that manages computer hardware resources and provides common services to computer programs., true, Operating System, The operating system is the software that manages computer hardware resources and provides common services to computer programs., The operating system is the software that manages computer hardware resources and provides common services to computer programs., true, Operating System, The operating system is the software that manages computer hardware resources and provides common services to computer programs., The operating system is the software that manages computer hardware resources and provides common services to computer programs., true, Operating System, The operating system is the software that manages computer hardware resources and provides common services to computer programs.,"
Ransomware attacks,Cross-site scripting,True,True,Cybersecurity Threat,Cybersecurity Threat,gpt-4-turbo,lora_70b_en_v1,computer science,
Functional programming languages,Procedural languages,True,True,Programming Language,Programming Language,gpt-4-turbo,lora_70b_en_v1,computer science,
Phishing schemes,Cross-site scripting,True,True,Cybersecurity Threat,Cybersecurity Threat,gpt-4-turbo,lora_70b_en_v1,computer science,
Cross-site scripting,Denial-of-service attacks,True,True,Cybersecurity Threat,Cybersecurity Threat,gpt-4-turbo,lora_70b_en_v1,computer science,
Random access memory modules,Central processing units,True,,Hardware Component,,gpt-4-turbo,lora_70b_en_v1,computer science,"1. Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware Component, Hardware Component, True, Hardware"
Internet Protocol,Simple Mail Transfer Protocol,True,,Network Protocol,,gpt-4-turbo,lora_70b_en_v1,computer science,"1.0, true, ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network Protocol"", ""Network"
Function as a Service,Desktop as a Service,True,True,Cloud Computing Service,Cloud Computing Service,gpt-4-turbo,lora_70b_en_v1,computer science,
Simple Mail Transfer Protocol,File Transfer Protocol,True,True,Network Protocol,Network Protocol,gpt-4-turbo,lora_70b_en_v1,computer science,
SQL injection,Android versions,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN,  Android versions,  Operating System,  The data generation model mixtral-8x7b-instruct, mistral-7b-instruct, and gpt-4-turbo are mixedtral-8x7b-instruct, mistral-7b-instruct, and gpt-4-turbo are mixedtral-8x7b-instruct, mistral-7b-instruct, and gpt-4-turbo are mixedtral-8x7b-instruct, mistral-7b-instruct, and gpt-4-turbo are mixedtral-8x7b-instruct, mistral-7b-instruct, and gpt-4-turbo are mixedtral-8x7b-instruct, mistral-7b-instruct, and gpt-4-turbo are mixedtral-8x7b-instruct, mistral"
File Transfer Protocol,Cross-site scripting,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model"
Wearable health monitors,Procedural languages,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model"
Solid state drives,Cross-site scripting,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN, NaN,  false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false"
Graphics processing units,Denial-of-service attacks,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model"
Agile development practices,Central processing units,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model"
Ransomware attacks,Random access memory modules,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model"
Infrastructure as a Service,Simple Mail Transfer Protocol,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: llama3-8b, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-4-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-4-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-4-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation"
Scripting languages,Desktop as a Service,False,,,,gpt-4-turbo,lora_70b_en_v1,computer science,"false, NaN, NaN, NaN,  false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false"
Distributed databases,File Transfer Protocol,False,False,,,gpt-4-turbo,lora_70b_en_v1,computer science,
middle class,working class,True,True,Social class,Socioeconomic Status,gpt-4-turbo,lora_70b_en_v1,sociology,
television viewers,radio listeners,True,,Media consumption,,gpt-4-turbo,lora_70b_en_v1,sociology,"1. ""television viewers"", 2. ""radio listeners"", 3. true, 4. ""audience"", 5. ""The number of people who watch or listen to a particular show or station."", ""The number of people who watch or listen to a particular show or station."", ""Data Generation Model"": ""gpt-3.5-turbo"", ""Domain"": ""sociology""}"
non-partisan citizens,liberal advocates,True,True,Political orientation,Political Orientation,gpt-4-turbo,lora_70b_en_v1,sociology,
postgraduate qualifications,primary school completion,True,,Educational attainment,,gpt-4-turbo,lora_70b_en_v1,sociology,"1. The two texts belong to the same causal variable. The variable name is ""Education Level"". The explanation is """", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""education""} 2. The two texts belong to the same causal variable. The variable name is ""Education Level"". The explanation is """", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""education""} 3. The two texts belong to the same causal variable. The variable name is ""Education Level"". The explanation is """", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""education""} 4. The two texts belong to the same causal variable. The variable name is ""Education Level"". The explanation is """", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""education""} 5. The two texts belong to the same causal variable. The variable name is ""Education Level"". The explanation is """","
radio listeners,online content browsers,True,,Media consumption,,gpt-4-turbo,lora_70b_en_v1,sociology,"3. Data Generation Model ""llama3-8b"", ""mixtral-8x7b-instruct"", ""mixtral-8x7b-instruct"", ""gpt-4-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-turbo"","
alternative medicine followers,public healthcare users,True,True,Healthcare access,Healthcare System Users,gpt-4-turbo,lora_70b_en_v1,sociology,
educational services,retail business,True,True,Employment sector,Type of industry,gpt-4-turbo,lora_70b_en_v1,sociology,
university degree,postgraduate qualifications,True,,Educational attainment,,gpt-4-turbo,lora_70b_en_v1,sociology,"1. True, ""Education Level"", ""Education Level"", ""Education Level"", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of education attained by an individual."", ""The level of"
private clinic visitors,no regular healthcare,True,,Healthcare access,,gpt-4-turbo,lora_70b_en_v1,sociology,"3. Data Generation Model ""llama3-8b"", ""mixtral-8x7b-instruct"", ""gpt-4-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama3-70b"", ""mixtral-8x22b-instruct"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""gpt-4-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama3-70b"", ""mixtral-8x22b-instruct"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama"
Christianity followers,Buddhism practitioners,True,,Religious affiliation,,gpt-4-turbo,lora_70b_en_v1,sociology,"1. ""Religion followers"", true, ""Religion followers"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: sociology""} 2. ""Buddhism practitioners"", true, ""Religion followers"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: sociology""} 3. ""Hinduism followers"", true, ""Religion followers"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: sociology""} 4. ""Islam followers"", true, ""Religion followers"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: sociology""} 5. ""Judaism followers"", true, ""Religion followers"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: sociology""} 6. ""Sikhism followers"", true, ""Religion followers"", ""Data Generation Model: g"
Buddhism practitioners,working class,False,False,,,gpt-4-turbo,lora_70b_en_v1,sociology,
working class,radio listeners,False,False,,,gpt-4-turbo,lora_70b_en_v1,sociology,
urban neighborhoods,liberal advocates,False,,,,gpt-4-turbo,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.  The first text refers to a type of geographic area, while the second text refers to a group of people who support a particular political ideology.  Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3.5-turbo, Domain: sociology | Data Generation Model: gpt-3."
print media readers,manufacturing sector,False,,,,gpt-4-turbo,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology,  Data Generation Model: gpt-3.5-turbo,"
