Text1,Text2,Same Causal Variable,Variable Name,model Name,domain,text1_text2_cos_sim_text-embedding-3-large
Relative Time,Boiling Point,False,,llama3-8b,physics,0.127
Vegetarian,Omnivore,True,Diet Type,llama3-8b,health,0.455
Current Smoker,Former Smoker,True,Smoking Status,llama3-8b,health,0.759
Fair,Excellent,True,Sleep Quality,llama3-8b,health,0.446
Family History of Chronic Disease,No Family History of Chronic Disease,True,Family History,llama3-8b,health,0.737
Limited Social Support,Moderate Social Support,True,Social Support,llama3-8b,health,0.723
Pescetarian,Vegan,True,Diet Type,llama3-8b,health,0.478
Rarely,1-2 Times a Week,True,Exercise Frequency,llama3-8b,health,0.436
Fair,Poor,True,Health Literacy,llama3-8b,health,0.459
Limited Social Support,Strong Social Support,True,Social Support,llama3-8b,health,0.661
3-4 Times a Week,1-2 Times a Week,True,Exercise Frequency,llama3-8b,health,0.879
Fair,Omnivore,False,,llama3-8b,health,0.196
Strong Social Support,Family History of Chronic Disease,False,,llama3-8b,health,0.229
Good,Former Smoker,False,,llama3-8b,health,0.24
Poor,Excellent,False,,llama3-8b,health,0.47
Extreme,No Family History of Chronic Disease,False,,llama3-8b,health,0.138
Fair,Moderate Social Support,False,,llama3-8b,health,0.259
Poor,Limited Social Support,False,,llama3-8b,health,0.329
Excellent,Strong Social Support,False,,llama3-8b,health,0.208
Strong Social Support,Vegan,False,,llama3-8b,health,0.111
Low Risk,1-2 Times a Week,False,,llama3-8b,health,0.334
Wet Etching,Dry Etching,True,Etching Method,llama3-8b,semiconductor manufacturing,0.781
Submicron,Micron,True,Particle Size,llama3-8b,semiconductor manufacturing,0.706
Germanium,Gallium Arsenide,True,Wafer Type,llama3-8b,semiconductor manufacturing,0.584
Highly Sensitive,Not Sensitive,True,Moisture Sensitivity,llama3-8b,semiconductor manufacturing,0.601
Micron,Submillimeter,True,Particle Size,llama3-8b,semiconductor manufacturing,0.516
Submicron,Submillimeter,True,Particle Size,llama3-8b,semiconductor manufacturing,0.639
"Class 10,000",Class 100,True,Cleanliness Level,llama3-8b,semiconductor manufacturing,0.763
QFN,SOIC,True,Packaging Type,llama3-8b,semiconductor manufacturing,0.479
Silicon Dioxide,Nitride,True,Insulation Material,llama3-8b,semiconductor manufacturing,0.345
Wet Etching,Plasma Etching,True,Etching Method,llama3-8b,semiconductor manufacturing,0.684
Highly Sensitive,Dry Etching,False,,llama3-8b,semiconductor manufacturing,0.166
Highly Sensitive,Micron,False,,llama3-8b,semiconductor manufacturing,0.259
Low Temperature,Gallium Arsenide,False,,llama3-8b,semiconductor manufacturing,0.228
Plasma Etching,Not Sensitive,False,,llama3-8b,semiconductor manufacturing,0.162
Nitride,Medium Temperature,False,,llama3-8b,semiconductor manufacturing,0.195
Wet Etching,Submillimeter,False,,llama3-8b,semiconductor manufacturing,0.224
Gallium Arsenide,SOIC,False,,llama3-8b,semiconductor manufacturing,0.297
Submillimeter,Gallium Arsenide,False,,llama3-8b,semiconductor manufacturing,0.306
Plastic,Submillimeter,False,,llama3-8b,semiconductor manufacturing,0.158
Phosphorus,Class 100,False,,llama3-8b,semiconductor manufacturing,0.169
Tree,Queue,True,Data Structure,llama3-8b,computer science,0.367
Android,Linux,True,Operating System,llama3-8b,computer science,0.569
JavaScript,Java,True,Programming Language,llama3-8b,computer science,0.68
TCP,HTTP,True,Computer Network Protocol,llama3-8b,computer science,0.574
Relational,NoSQL,True,Database Management,llama3-8b,computer science,0.344
Ruby,Python,True,Programming Language,llama3-8b,computer science,0.428
C++,JavaScript,True,Programming Language,llama3-8b,computer science,0.452
Firewall,Encryption,True,Computer Security,llama3-8b,computer science,0.315
Mesh,Hybrid,True,Network Topology,llama3-8b,computer science,0.296
Cryptography,Sorting,True,Algorithm,llama3-8b,computer science,0.312
Compression,Queue,False,,llama3-8b,computer science,0.292
Java,Tree,False,,llama3-8b,computer science,0.334
NoSQL,Linux,False,,llama3-8b,computer science,0.29
NoSQL,Machine Learning,False,,llama3-8b,computer science,0.291
Linked List,Java,False,,llama3-8b,computer science,0.256
Ruby,HTTP,False,,llama3-8b,computer science,0.312
MIMD,Hybrid,False,,llama3-8b,computer science,0.277
Encryption,NoSQL,False,,llama3-8b,computer science,0.243
Star,Python,False,,llama3-8b,computer science,0.189
Authentication,Android,False,,llama3-8b,computer science,0.353
Poverty Line,Upper Middle Class,True,Income Level,llama3-8b,sociology,0.361
Single,Divorced,True,Marital Status,llama3-8b,sociology,0.424
German,Mandarin,True,Language Spoken,llama3-8b,sociology,0.363
Senior Citizen,Elderly,True,Age Group,llama3-8b,sociology,0.687
Student,Unemployed,True,Occupation,llama3-8b,sociology,0.384
Retired,Self-Employed,True,Occupation,llama3-8b,sociology,0.405
Buddhist,Atheist,True,Religious Affiliation,llama3-8b,sociology,0.477
Separated,Divorced,True,Marital Status,llama3-8b,sociology,0.541
German,Spanish,True,Language Spoken,llama3-8b,sociology,0.49
Single Person,Extended Family,True,Family Structure,llama3-8b,sociology,0.339
Low Income,Mandarin,False,,llama3-8b,sociology,0.165
Doctoral Degree,Poverty Line,False,,llama3-8b,sociology,0.135
Suburban,Elderly,False,,llama3-8b,sociology,0.284
High School Diploma,Unemployed,False,,llama3-8b,sociology,0.251
German,Self-Employed,False,,llama3-8b,sociology,0.149
Single Person,Jewish,False,,llama3-8b,sociology,0.238
Homemaker,Atheist,False,,llama3-8b,sociology,0.236
Hindu,Divorced,False,,llama3-8b,sociology,0.285
Bachelor's Degree,Spanish,False,,llama3-8b,sociology,0.147
Entrepreneur,Extended Family,False,,llama3-8b,sociology,0.156
Low,Moderate,True,Self-Esteem,llama3-8b,psychology,0.43
Emotion-Focused,Self-Aware,True,Emotional Regulation,llama3-8b,psychology,0.412
Emotion-Focused,Avoidant,True,Coping Mechanisms,llama3-8b,psychology,0.387
Pragmatic,Intuitive,True,Cognitive Style,llama3-8b,psychology,0.424
Moderate,High,True,Self-Esteem,llama3-8b,psychology,0.402
Semantic,Episodic,True,Memory Type,llama3-8b,psychology,0.233
Pragmatic,Analytical,True,Cognitive Style,llama3-8b,psychology,0.419
Extraverted,Conscientious,True,Personality Traits,llama3-8b,psychology,0.299
Observational,Reinforcement,True,Learning Strategies,llama3-8b,psychology,0.262
Agreeable,Conscientious,True,Personality Traits,llama3-8b,psychology,0.365
Semantic,Moderate,False,,llama3-8b,psychology,0.185
Low,Self-Aware,False,,llama3-8b,psychology,0.195
Selective,Avoidant,False,,llama3-8b,psychology,0.381
Pragmatic,Exploratory,False,,llama3-8b,psychology,0.358
Lowly Supportive,Intuitive,False,,llama3-8b,psychology,0.279
Problem-Focused,High,False,,llama3-8b,psychology,0.181
Problem-Focused,Episodic,False,,llama3-8b,psychology,0.304
Observational,Analytical,False,,llama3-8b,psychology,0.536
Highly Supportive,Conscientious,False,,llama3-8b,psychology,0.276
Lowly Supportive,Distractible,False,,llama3-8b,psychology,0.215
Medium Business Confidence,High Business Confidence,True,Business Confidence,llama3-8b,finance,0.785
Medium Interest Rate,High Interest Rate,True,Interest Rate,llama3-8b,finance,0.721
Low Unemployment,Medium Unemployment,True,Unemployment Rate,llama3-8b,finance,0.74
High Business Confidence,Low Business Confidence,True,Business Confidence,llama3-8b,finance,0.767
Medium Business Confidence,Low Business Confidence,True,Business Confidence,llama3-8b,finance,0.779
Volatile Market,Stable Market,True,Market Volatility,llama3-8b,finance,0.641
Moderate Growth,Slow Growth,True,Economic Growth,llama3-8b,finance,0.707
High Inflation,Low Inflation,True,Inflation Rate,llama3-8b,finance,0.687
Stable Currency,Strong Currency,True,Currency Exchange Rate,llama3-8b,finance,0.662
High Inflation,Moderate Inflation,True,Inflation Rate,llama3-8b,finance,0.66
Medium Unemployment,High Business Confidence,False,,llama3-8b,finance,0.403
Stable Currency,High Interest Rate,False,,llama3-8b,finance,0.37
High Consumer Confidence,Slow Growth,False,,llama3-8b,finance,0.296
Low Interest Rate,Low Inflation,False,,llama3-8b,finance,0.632
Low Government Spending,Moderate Growth,False,,llama3-8b,finance,0.451
Medium Tax Rate,Medium Unemployment,False,,llama3-8b,finance,0.543
Strong Currency,Low Business Confidence,False,,llama3-8b,finance,0.286
Medium Consumer Confidence,Low Business Confidence,False,,llama3-8b,finance,0.651
Medium Interest Rate,High Business Confidence,False,,llama3-8b,finance,0.371
Uncertain Market,High Consumer Confidence,False,,llama3-8b,finance,0.374
High,Moderate,True,Traffic Congestion,mixtral-8x7b-instruct,urban studies,0.402
Social Housing,Cooperative Housing,True,Housing Tenure,mixtral-8x7b-instruct,urban studies,0.603
Low,Moderate,True,Traffic Congestion,mixtral-8x7b-instruct,urban studies,0.43
No Public Transportation,Subway,True,Public Transportation Availability,mixtral-8x7b-instruct,urban studies,0.355
Bus Service,Light Rail,True,Public Transportation Availability,mixtral-8x7b-instruct,urban studies,0.457
Pedestrian Paths,Sidewalks,True,Pedestrian Infrastructure,mixtral-8x7b-instruct,urban studies,0.62
Low,No Traffic,True,Traffic Congestion,mixtral-8x7b-instruct,urban studies,0.278
Graffiti,No Visible Urban Decay,True,Urban Decay Indicators,mixtral-8x7b-instruct,urban studies,0.265
Community Center,None of the Above,True,Presence of Community Facilities,mixtral-8x7b-instruct,urban studies,0.231
Park,Community Center,True,Presence of Community Facilities,mixtral-8x7b-instruct,urban studies,0.364
No Pedestrian Infrastructure,Moderate,False,,mixtral-8x7b-instruct,urban studies,0.159
Library,Social Housing,False,,mixtral-8x7b-instruct,urban studies,0.205
High,Cooperative Housing,False,,mixtral-8x7b-instruct,urban studies,0.14
Library,Moderate,False,,mixtral-8x7b-instruct,urban studies,0.216
No Pedestrian Infrastructure,No Public Transportation,False,,mixtral-8x7b-instruct,urban studies,0.543
Moderate,Playground,False,,mixtral-8x7b-instruct,urban studies,0.213
Litter,Sidewalks,False,,mixtral-8x7b-instruct,urban studies,0.327
None of the Above,Subway,False,,mixtral-8x7b-instruct,urban studies,0.212
Graffiti,Light Rail,False,,mixtral-8x7b-instruct,urban studies,0.289
Social Housing,Sidewalks,False,,mixtral-8x7b-instruct,urban studies,0.265
Gravitational Force,Weak Nuclear Force,True,Type of Force,mixtral-8x7b-instruct,physics,0.425
Beta- Negative Radiation,Beta- Positive Radiation,True,Type of Radiation,mixtral-8x7b-instruct,physics,0.882
Weak Nuclear Force,Strong Nuclear Force,True,Type of Force,mixtral-8x7b-instruct,physics,0.845
Plasma,Liquid,True,State of Matter,mixtral-8x7b-instruct,physics,0.468
Gluon,W Boson,True,Boson Type,mixtral-8x7b-instruct,physics,0.409
Translational Symmetry,Charge Symmetry,True,Type of Symmetry,mixtral-8x7b-instruct,physics,0.481
Gravitational Force,Electromagnetic Force,True,Type of Force,mixtral-8x7b-instruct,physics,0.616
Photon,Z Boson,True,Boson Type,mixtral-8x7b-instruct,physics,0.359
Time,Height,True,Dimension of Space,mixtral-8x7b-instruct,physics,0.291
Beta- Positive Radiation,Gamma Radiation,True,Type of Radiation,mixtral-8x7b-instruct,physics,0.545
Gas,Weak Nuclear Force,False,,mixtral-8x7b-instruct,physics,0.211
Down Quark,Beta- Positive Radiation,False,,mixtral-8x7b-instruct,physics,0.346
Strange Quark,Strong Nuclear Force,False,,mixtral-8x7b-instruct,physics,0.489
Gamma Radiation,Liquid,False,,mixtral-8x7b-instruct,physics,0.197
Excited State,W Boson,False,,mixtral-8x7b-instruct,physics,0.289
Width,Charge Symmetry,False,,mixtral-8x7b-instruct,physics,0.14
Strong Nuclear Force,Tau,False,,mixtral-8x7b-instruct,physics,0.166
Liquid,Alpha Radiation,False,,mixtral-8x7b-instruct,physics,0.197
Electron,Gluon,False,,mixtral-8x7b-instruct,physics,0.446
Beta- Negative Radiation,Electromagnetic Force,False,,mixtral-8x7b-instruct,physics,0.303
Mediterranean diet,Vegetarian,True,Dietary habits,mixtral-8x7b-instruct,health,0.394
Moderate drinker,Abstainer,True,Alcohol consumption,mixtral-8x7b-instruct,health,0.489
Current smoker,Never smoked,True,Smoking status,mixtral-8x7b-instruct,health,0.647
Diabetes,Respiratory disease,True,Chronic disease condition,mixtral-8x7b-instruct,health,0.388
Heavy drinker,Moderate drinker,True,Alcohol consumption,mixtral-8x7b-instruct,health,0.726
Low stress,High stress,True,Stress levels,mixtral-8x7b-instruct,health,0.721
History of cancer,History of cardiovascular disease,True,Family medical history,mixtral-8x7b-instruct,health,0.586
1-2 times a week,3-4 times a week,True,Exercise frequency,mixtral-8x7b-instruct,health,0.827
Respiratory medication,Psychiatric medication,True,Medication usage,mixtral-8x7b-instruct,health,0.547
Heavy drinker,Abstainer,True,Alcohol consumption,mixtral-8x7b-instruct,health,0.457
Pain medication,Vegetarian,False,,mixtral-8x7b-instruct,health,0.189
Depression,Abstainer,False,,mixtral-8x7b-instruct,health,0.2
Mediterranean diet,Never smoked,False,,mixtral-8x7b-instruct,health,0.218
Neurological disease,1-2 times a week,False,,mixtral-8x7b-instruct,health,0.124
Former smoker,Respiratory disease,False,,mixtral-8x7b-instruct,health,0.312
Pain medication,Moderate drinker,False,,mixtral-8x7b-instruct,health,0.161
Depression,High stress,False,,mixtral-8x7b-instruct,health,0.419
History of neurological disease,1-2 times a week,False,,mixtral-8x7b-instruct,health,0.078
No mental health issues,History of cardiovascular disease,False,,mixtral-8x7b-instruct,health,0.185
Anxiety disorder,Never smoked,False,,mixtral-8x7b-instruct,health,0.171
Class 1,Class 100,True,Impurity Level,mixtral-8x7b-instruct,semiconductor manufacturing,0.627
10 nm,22 nm,True,Fabrication Process Node,mixtral-8x7b-instruct,semiconductor manufacturing,0.77
High,Medium,True,Yield Rate,mixtral-8x7b-instruct,semiconductor manufacturing,0.588
Class 1000,Class 10,True,Impurity Level,mixtral-8x7b-instruct,semiconductor manufacturing,0.607
Silicon Dioxide,Silicon Nitride,True,Insulation Material,mixtral-8x7b-instruct,semiconductor manufacturing,0.606
Low,High,True,Defect Density,mixtral-8x7b-instruct,semiconductor manufacturing,0.672
7 nm,14 nm,True,Fabrication Process Node,mixtral-8x7b-instruct,semiconductor manufacturing,0.823
10 nm,14 nm,True,Fabrication Process Node,mixtral-8x7b-instruct,semiconductor manufacturing,0.744
High,Medium,True,Doping Concentration,mixtral-8x7b-instruct,semiconductor manufacturing,0.587
Phosphorus,Antimony,True,Doping Material,mixtral-8x7b-instruct,semiconductor manufacturing,0.378
Dry Etching,Antimony,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.229
Arsenic,Class 100,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.209
Phosphorus,Nanowire,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.233
Class 1000,22 nm,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.22
Class 1,Medium,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.294
Extra High,Medium,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.44
Low,Class 10,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.276
SOI,Silicon Nitride,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.358
Low,14 nm,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.261
Nanowire,High,False,,mixtral-8x7b-instruct,semiconductor manufacturing,0.188
Ruby,JavaScript,True,Programming Language,mixtral-8x7b-instruct,computer science,0.439
PostgreSQL,Cassandra,True,Database Management System,mixtral-8x7b-instruct,computer science,0.391
MariaDB,Cassandra,True,Database Management System,mixtral-8x7b-instruct,computer science,0.39
C++,JavaScript,True,Programming Language,mixtral-8x7b-instruct,computer science,0.452
Backbone.js,Ember.js,True,Web Application Framework,mixtral-8x7b-instruct,computer science,0.651
Pandas,Scikit-learn,True,Data Science Library,mixtral-8x7b-instruct,computer science,0.356
NetBeans,PyCharm,True,Integrated Development Environment,mixtral-8x7b-instruct,computer science,0.496
Laravel,Ember.js,True,Web Application Framework,mixtral-8x7b-instruct,computer science,0.434
NetBeans,IntelliJ IDEA,True,Integrated Development Environment,mixtral-8x7b-instruct,computer science,0.637
MacOS,iOS,True,Operating System,mixtral-8x7b-instruct,computer science,0.583
NumPy,Cassandra,False,,mixtral-8x7b-instruct,computer science,0.181
MacOS,Cassandra,False,,mixtral-8x7b-instruct,computer science,0.268
Unix,JavaScript,False,,mixtral-8x7b-instruct,computer science,0.376
Mercurial,Ember.js,False,,mixtral-8x7b-instruct,computer science,0.223
Subversion,Theano,False,,mixtral-8x7b-instruct,computer science,0.182
Gluon,Scikit-learn,False,,mixtral-8x7b-instruct,computer science,0.207
Cain and Abel,PyCharm,False,,mixtral-8x7b-instruct,computer science,0.223
Android,Ember.js,False,,mixtral-8x7b-instruct,computer science,0.298
Metasploit,IntelliJ IDEA,False,,mixtral-8x7b-instruct,computer science,0.306
MySQL,iOS,False,,mixtral-8x7b-instruct,computer science,0.304
Doctoral Degree,Master's Degree,True,Educational Attainment,mixtral-8x7b-instruct,sociology,0.55
Pension,Employment,True,Income Source,mixtral-8x7b-instruct,sociology,0.359
Personal Vehicle,Walking,True,Transportation,mixtral-8x7b-instruct,sociology,0.282
Dogs,No Pets,True,Pet Ownership,mixtral-8x7b-instruct,sociology,0.438
Personal Vehicle,Public Transportation,True,Transportation,mixtral-8x7b-instruct,sociology,0.437
Detached House,Apartment,True,Housing Type,mixtral-8x7b-instruct,sociology,0.486
Married,Single,True,Marital Status,mixtral-8x7b-instruct,sociology,0.406
No Education,College Graduate,True,Highest Level of Education in Household,mixtral-8x7b-instruct,sociology,0.446
Some College,High School Graduate,True,Highest Level of Education in Household,mixtral-8x7b-instruct,sociology,0.556
Never,Daily,True,Frequency of Exercise,mixtral-8x7b-instruct,sociology,0.311
Some College,Master's Degree,False,,mixtral-8x7b-instruct,sociology,0.431
Some High School,Walking,False,,mixtral-8x7b-instruct,sociology,0.2
One Child,No Pets,False,,mixtral-8x7b-instruct,sociology,0.294
2-3 times a week,No Education,False,,mixtral-8x7b-instruct,sociology,0.09
Master's Degree,Public Transportation,False,,mixtral-8x7b-instruct,sociology,0.185
Retail Salesperson,Apartment,False,,mixtral-8x7b-instruct,sociology,0.191
Manual Laborer,Single,False,,mixtral-8x7b-instruct,sociology,0.199
Birds,College Graduate,False,,mixtral-8x7b-instruct,sociology,0.166
College Graduate,2-3 times a week,False,,mixtral-8x7b-instruct,sociology,0.157
Associate's Degree,High School Graduate,False,,mixtral-8x7b-instruct,sociology,0.468
External locus of control,Internal locus of control,True,Type of Locus of Control,mixtral-8x7b-instruct,psychology,0.862
Decision-making and problem-solving,Information processing,True,Level of Resilience,mixtral-8x7b-instruct,psychology,0.399
Sociable,Outgoing,True,Level of Extraversion,mixtral-8x7b-instruct,psychology,0.456
Assertive,Energetic,True,Level of Extraversion,mixtral-8x7b-instruct,psychology,0.452
Self-regulation,Self-awareness,True,Level of Emotional Intelligence,mixtral-8x7b-instruct,psychology,0.439
Visual learner,Auditory learner,True,Type of Learning Style,mixtral-8x7b-instruct,psychology,0.591
Empathy,Self-awareness,True,Level of Emotional Intelligence,mixtral-8x7b-instruct,psychology,0.386
Low self-esteem,High self-esteem,True,Level of Self-Esteem,mixtral-8x7b-instruct,psychology,0.692
High self-esteem,Average self-esteem,True,Level of Self-Esteem,mixtral-8x7b-instruct,psychology,0.709
Self-awareness,Relationship management,True,Level of Emotional Intelligence,mixtral-8x7b-instruct,psychology,0.273
Sociable,Internal locus of control,False,,mixtral-8x7b-instruct,psychology,0.211
Low self-esteem,Information processing,False,,mixtral-8x7b-instruct,psychology,0.165
Extrinsic motivation,Outgoing,False,,mixtral-8x7b-instruct,psychology,0.284
Self-regulation,Energetic,False,,mixtral-8x7b-instruct,psychology,0.179
External locus of control,Auditory learner,False,,mixtral-8x7b-instruct,psychology,0.196
Spatial thinking,Self-awareness,False,,mixtral-8x7b-instruct,psychology,0.267
Outgoing,High self-esteem,False,,mixtral-8x7b-instruct,psychology,0.262
Reading/Writing learner,Average self-esteem,False,,mixtral-8x7b-instruct,psychology,0.146
Holistic thinking,Preferring excitement,False,,mixtral-8x7b-instruct,psychology,0.214
Reading/Writing learner,Relationship management,False,,mixtral-8x7b-instruct,psychology,0.237
High Employee Turnover,Stable Employee Turnover,True,Employee Turnover Rate,mixtral-8x7b-instruct,finance,0.727
Emerging Brand,Unknown Brand,True,Brand Recognition,mixtral-8x7b-instruct,finance,0.557
Medium Debt to Equity,No Debt,True,Debt to Equity Ratio,mixtral-8x7b-instruct,finance,0.499
Low Market Share,Dominant Market Share,True,Market Share,mixtral-8x7b-instruct,finance,0.694
Diverse Product Lines,Single Product Line,True,Number of Product Lines,mixtral-8x7b-instruct,finance,0.657
Iconic Brand,Emerging Brand,True,Brand Recognition,mixtral-8x7b-instruct,finance,0.594
Non-Compliant,Industry Leader in Compliance,True,Regulatory Compliance,mixtral-8x7b-instruct,finance,0.515
Low Investment,High Investment,True,Research and Development Investment,mixtral-8x7b-instruct,finance,0.749
Partially Compliant,Fully Compliant,True,Regulatory Compliance,mixtral-8x7b-instruct,finance,0.735
Very High Employee Turnover,Stable Employee Turnover,True,Employee Turnover Rate,mixtral-8x7b-instruct,finance,0.705
Break Even,Steady Market Share,False,,mixtral-8x7b-instruct,finance,0.325
Unknown Brand,Stable Employee Turnover,False,,mixtral-8x7b-instruct,finance,0.158
Highly Profitable,Dominant Market Share,False,,mixtral-8x7b-instruct,finance,0.473
Low Investment,No Debt,False,,mixtral-8x7b-instruct,finance,0.389
No Product Lines,Dominant Market Share,False,,mixtral-8x7b-instruct,finance,0.319
Increasing Market Share,Positive Revenue Growth,False,,mixtral-8x7b-instruct,finance,0.518
Medium Investment,Industry Leader in Compliance,False,,mixtral-8x7b-instruct,finance,0.185
Highly Profitable,Single Product Line,False,,mixtral-8x7b-instruct,finance,0.344
Dominant Market Share,High Cash Reserves,False,,mixtral-8x7b-instruct,finance,0.362
Low Employee Turnover,Emerging Brand,False,,mixtral-8x7b-instruct,finance,0.176
Limited and Inefficient,Extensive and Efficient,True,Public Transport System: The availability and efficiency of public transportation in a city.,mistral-7b-instruct,urban studies,0.589
Rural Population Majority,Urban Population Majority,True,Urbanization Rate: The percentage of a population living in urban areas.,mistral-7b-instruct,urban studies,0.744
Unaffordable,Affordable,True,Housing Affordability: The proportion of income required to purchase or rent a home.,mistral-7b-instruct,urban studies,0.693
Very High,Very Low,True,Crime Rate: The frequency of reported crimes in a city.,mistral-7b-instruct,urban studies,0.661
High,Low,True,Social Cohesion: The degree of unity and harmony among different social groups in a city.,mistral-7b-instruct,urban studies,0.672
Excellent,Poor,True,Education System: The quality and accessibility of educational institutions in a city.,mistral-7b-instruct,urban studies,0.47
Scarce and Inaccessible,Abundant and Accessible,True,Green Spaces: The amount and accessibility of parks and other natural areas within a city.,mistral-7b-instruct,urban studies,0.608
Poorly-Maintained and Limited,Well-Maintained and Accessible,True,"Infrastructure: The condition and availability of essential services and facilities such as water, electricity, and sanitation.",mistral-7b-instruct,urban studies,0.591
Abundant and Diverse,Limited and Narrow,True,Employment Opportunities: The availability and diversity of job opportunities in a city.,mistral-7b-instruct,urban studies,0.366
Excellent,Poor,True,"Air Quality: The level of pollutants in the air, affecting the health and comfort of city residents.",mistral-7b-instruct,urban studies,0.47
Scarce and Inaccessible,Extensive and Efficient,False,,mistral-7b-instruct,urban studies,0.413
Poor,Urban Population Majority,False,,mistral-7b-instruct,urban studies,0.238
Well-Maintained and Accessible,Rural Population Majority,False,,mistral-7b-instruct,urban studies,0.158
Limited and Narrow,Affordable,False,,mistral-7b-instruct,urban studies,0.267
Low,Poorly-Maintained and Limited,False,,mistral-7b-instruct,urban studies,0.255
Limited and Narrow,Extensive and Efficient,False,,mistral-7b-instruct,urban studies,0.423
Scarce and Inaccessible,Rural Population Majority,False,,mistral-7b-instruct,urban studies,0.198
Abundant and Accessible,Affordable,False,,mistral-7b-instruct,urban studies,0.501
Scarce and Inaccessible,Unaffordable,False,,mistral-7b-instruct,urban studies,0.423
Abundant and Accessible,Very Low,False,,mistral-7b-instruct,urban studies,0.284
Surface wave (water waves),Electromagnetic wave (radio waves),True,The property of a wave that determines the amount of energy it transports per unit area.,mistral-7b-instruct,physics,0.537
Audible frequency wave (music),High frequency wave (X-rays),True,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,physics,0.48
Plastic material (clay),Elastic material (rubber band),True,The property of a material that determines how easily it can be deformed or compressed.,mistral-7b-instruct,physics,0.485
White body (snow),Emissive body (hot iron),True,The property of a material that determines its ability to emit energy.,mistral-7b-instruct,physics,0.461
Transmitter (glass),Reflector (mirror),True,The property of a material that determines its ability to absorb energy.,mistral-7b-instruct,physics,0.446
Low frequency wave (radio waves),Infrasound wave (earthquakes),True,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,physics,0.58
Infrasound wave (earthquakes),High frequency wave (X-rays),True,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,physics,0.439
Gravitational force (Earth's pull),Nuclear force (atomic bonding),True,The force that causes an object to move or stay at rest. It can be described as a push or a pull.,mistral-7b-instruct,physics,0.462
White body (snow),Black body (coal),True,The property of a material that determines its ability to emit energy.,mistral-7b-instruct,physics,0.539
Brittle material (glass),Plastic material (clay),True,The property of a material that determines how easily it can be deformed or compressed.,mistral-7b-instruct,physics,0.52
Audible frequency wave (music),Electromagnetic wave (radio waves),False,,mistral-7b-instruct,physics,0.529
Tensile material (wire),High frequency wave (X-rays),False,,mistral-7b-instruct,physics,0.298
Electromagnetic force (magnetism),Elastic material (rubber band),False,,mistral-7b-instruct,physics,0.34
Gravitational force (Earth's pull),Emissive body (hot iron),False,,mistral-7b-instruct,physics,0.258
Poor thermal conductor (wood),Electromagnetic wave (radio waves),False,,mistral-7b-instruct,physics,0.222
Emissive body (hot iron),Reflector (mirror),False,,mistral-7b-instruct,physics,0.437
Emissive body (hot iron),Infrasound wave (earthquakes),False,,mistral-7b-instruct,physics,0.192
Absorber (charcoal),High frequency wave (X-rays),False,,mistral-7b-instruct,physics,0.239
Transverse wave (light),Black body (coal),False,,mistral-7b-instruct,physics,0.196
Solid state (ice),Poor thermal conductor (wood),False,,mistral-7b-instruct,physics,0.357
Current smoker,Non-smoker,True,Smoking Status,mistral-7b-instruct,health,0.737
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)","Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",True,Alcohol Consumption,mistral-7b-instruct,health,0.762
High Environmental Exposure (significant exposure to pollutants),Low Environmental Exposure (minimal exposure to pollutants),True,Environmental Exposure,mistral-7b-instruct,health,0.752
"Regular Exercise (30 minutes or more per day, five days a week)",Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),True,Physical Activity Level,mistral-7b-instruct,health,0.563
Moderate Stress (moderate stress levels),Low Stress (manageable stress levels),True,Stress Level,mistral-7b-instruct,health,0.776
"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",True,Dietary Pattern,mistral-7b-instruct,health,0.601
Mild Genetic Predisposition,Significant Genetic Predisposition,True,Genetic Predisposition,mistral-7b-instruct,health,0.787
No Known Genetic Conditions,Mild Genetic Predisposition,True,Genetic Predisposition,mistral-7b-instruct,health,0.535
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)",Non-drinker,True,Alcohol Consumption,mistral-7b-instruct,health,0.51
Non-smoker,Former smoker,True,Smoking Status,mistral-7b-instruct,health,0.737
Low Environmental Exposure (minimal exposure to pollutants),Non-smoker,False,,mistral-7b-instruct,health,0.369
High Environmental Exposure (significant exposure to pollutants),"Regular Exercise (30 minutes or more per day, five days a week)",False,,mistral-7b-instruct,health,0.381
Good Sleep (7-9 hours of uninterrupted sleep per night),"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",False,,mistral-7b-instruct,health,0.325
